https://goldapple.ru/19000241269-holy-jasmine;Holy jasmine;10962;0.0;Парфюмерная вода Off-White оттенка перванш объединяет ноты горького миндаля, жасмина и риса в мускусно-цветочном аромате. Сочетайте с другими композициями бренда, чтобы ваш фирменный аромат стал уникальным. <br/><br/>  Хромированный флакон, разработанный в сотрудничестве с бьюти-куратором Исамайей Ффренч, отличается роскошной отделкой и характерным цветовым акцентом, подчеркивающим его внутреннюю сущность. <br/> Парфюмер – Sidonie Lancesseur.;Только для наружного применения.;Италия
https://goldapple.ru/19000127039-happy-lemon-dulci;Happy Lemon Dulci ;2640;4.4;Парфюмерная вода Chopard – словно яркий солнечный луч, пробуждающий любовь к жизни и позитив. Бьющая через край энергия цитрусов и зеленого аккорда поднимает настроение и помогает почувствовать прилив сил.  <br/><br/> Секрет воодушевляющих чар композиции – искрящаяся нота итальянского лимона, аромату которого с древних времен приписывали способность восстанавливать энергию и жизнерадостность, уменьшать стресс и тревогу.  <br/><br/> Яркое звучание цитрусовых дополняют бодрящий имбирь, сладость сочного яблока и нежная нота манго.  <br/><br/> Цветы апельсина и свежесть огурца добавляют завершающий идеальный штрих этому зелью хорошего самочувствия. ;Только для наружного применения.;Италия
https://goldapple.ru/7431900003-dylan-blue;Dylan Blue ;8347;4.8;Туалетная вода Versace Dylan Blue воплощает в себе характер современного мужчины, привыкшего идти в ногу со временем. Яркий и насыщенный древесный аромат наполнен мужественностью и шармом. Верхние ноты туалетной воды включают в себя цитрусовые тона грейпфрута и бергамота в сочетании со свеже-сладким запахом фиговых листьев. Многогранный букет из листьев фиалки, древесины, черного перца, пачули и амброксана составляет ноты сердца Dylan Blue. Шлейф из ладана, шафрана, мускуса и бобов тонка завершает композицию. Парфюм от Versace окутает вас легкой дымкой чувственности и силы, наполнит день позитивными эмоциями и подарит ощущение легкости.;;Италия
https://goldapple.ru/19000241274-holy-jasmine;Holy jasmine;4500;0.0;Парфюмерная вода Off-White оттенка перванш объединяет ноты горького миндаля, жасмина и риса в мускусно-цветочном аромате. Сочетайте с другими композициями бренда, чтобы ваш фирменный аромат стал уникальным. <br/><br/>  Хромированный флакон, разработанный в сотрудничестве с бьюти-куратором Исамайей Ффренч, отличается роскошной отделкой и характерным цветовым акцентом, подчеркивающим его внутреннюю сущность. <br/> Парфюмер – Sidonie Lancesseur.;Только для наружного применения.;Италия
https://goldapple.ru/19000201893-raffaello;RAFFAELLO ;23205;5.0;Он очень утонченный и эклектичный гений, в то же время сильный и конкретный. Профиль художника, сделавшего элегантность отличительной чертой своей работы. Изящество его штриха оставило неизгладимый след в истории искусства. Рафаэль —привлекательный, элегантный и страстный мужчина, полностью проживший свою историю любви. Обработка аромата проходит на двух уровнях: дистиллят чистого большого абсента и смесь перца, кожи, тикового дерева и бобов тонка. На первом уровне художник и его вибрация (абсент), на втором рассказывается вместо энергии (кожа, перец, тик и бобы тонка), с фоновым запахом, напоминающим цветные пигмент;Наносить на неповрежденные участки кожи, волос и одежду;Италия
https://goldapple.ru/19000148367-rose-magnetic;Rose Magnetic;7763;4.5;"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""ROSE MAGNETIC by Sophie Labbé"". <br/> Парфюмер – Sophie Labbé. «Я представляла дуэт эфирного масла розы и абсолюта турецкой розы. Сочетание, дополненное тонкой и чарующей базовой нотой мускуса, отражает многогранность и чувственность легендарного цветка».<br/><br/>  В игривом, пленительном и современном аромате Rose Magnetic отражены все грани самого чувственного из цветов. С его яркой женственностью контрастируют ноты грейпфрута и свежей мяты. Личи, кедр, мускус и ваниль усиливают гипнотическую притягательность композиции, основа которой – турецкая роза. <br/><br/>  Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Компания улучшает условия выращивания роз в Турции и помогает местным общинам получать более высокий и стабильный доход. <br/><br/>  Сделать парфюмерию более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования. <br/><br/>  Флакон рефила создан из алюминия, подходящего для переработки.  ";Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.;Франция
https://goldapple.ru/19000051617-pour-lui;POUR LUI;4290;5.0;Аромат POUR LUI – это парфюмерное воплощение гармонии для благородного и элегантного мужчины. Искрящиеся ноты мандарина переплетаются с аккордом китайского черного чая, дополненного бергамотом и легким ароматом цветов яблони. Зеленые ноты дикого бамбука подчеркивают свежесть и чистоту хлопка и цветов лотоса в сердце гармоничной композиции. Среди базовых нот выделяются пачули и дубовый мох, которые делают аромат мужественным и ярким. Древесные ноты тика и сандала напоминают о традиционных церемониальных ароматах.;Только для наружного применения.;Франция
https://goldapple.ru/7192200018-miss-dior-blooming-bouquet;Miss Dior Blooming Bouquet;10700;0.0;Miss Dior Blooming Bouquet - это мгновенное удовольствие, признание в любви к жизни, которое вовлекает Вас.<br/> Появившись в 1947 году, Miss Dior исполнил мечту Кристиана Диора о создании средства от печали и тоски. С тех пор Miss Dior не изменил своего предназначения, он все также воплощает красоту и счастье.<br/><br/>  Туалетная вода Miss Dior Blooming Bouquet была создана словно цветочное прикосновение, одновременно чувственное и нежное. Это многогранный и неповторимый букет только что распустившихся цветов. Его контрастный шлейф вызывает ощущение подобное любви с первого взгляда, переданной в нотах полевых цветов и бергамота. <br/><br/>  Дуэт нот дамасской розы и пиона раскрывается благородством, подобно страстным и сияющим эмоциям. Мягкий, легкий аккорд белого мускуса завершает букет этого аромата, рассказывающего историю любви.<br/><br/>  Аромат Miss Dior Blooming Bouquet помещен во флакон в особенном стиле: бант Miss Dior, сотканный из тысячи разноцветных нитей, придает аромату кутюрный штрих. Этот необыкновенный жаккардовый бант, вдохновленный букетом из тысячи переливающихся цветов, был создан в мастерской одного из самых известных французских производителей лент: Maison Faure, основанной в 1864 году.<br/><br/>  Эта нежная и свежая туалетная вода также выпускается в формате роликовой жемчужины, которую удобно брать с собой.;Небольшое количество аромата аккуратно нанести на зону шеи, декольте, запястьев.;Франция
https://goldapple.ru/19000220691-winter-delicacies;Winter delicacies;1360;0.0;Свеча из 100% соевого воска наполняет воздух гурманским ароматом жареного миндаля, восхитительной корицы, апельсиновых цукатов и кокосовой стружки, перенося в сказочный мир кондитерской на зимних праздниках. <br/><br/>  Благодаря низкой температуре плавления свеча прослужит дольше, а воск не будет гореть при расплавлении. Выделяет мало дыма и углекислого газа, не оставляет неприятного запаха при тушении. <br/><br/>  Ручная работа. <br/> Время горения: до 50 часов.;"При первом использовании дайте свече гореть около 3 часов для равномерного расплавления воска. Не оставляйте горящую свечу больше 4 часов. 
После горения свечу нужно оставить минимум на 2 часа, чтобы воск затвердел. 
Перед каждым использованием обрезайте фитиль на полсантиметра.";Польша
https://goldapple.ru/19000241266-god-spirit;God spirit;10962;0.0;Парфюмерная вода Off-White карамельного цвета — древесно-гурманский аромат с узнаваемыми нотами рома, шоколада и пачули. Сочетайте с другими композициями бренда, чтобы ваш фирменный аромат стал уникальным. <br/><br/>  Хромированный флакон, разработанный в сотрудничестве с бьюти-куратором Исамайей Ффренч, отличается роскошной отделкой и характерным цветовым акцентом, подчеркивающим его внутреннюю сущность. <br/> Парфюмер – Steve Guo.;Только для наружного применения.;Италия
